D3_TNSmagFC	D3_NSAFmagFC	D5_TNSmagFC	D5_NSAFmagFC	D7_TNSmagFC	D7_NSAFmagFC	D9_TNSmagFC	D9_NSAFmagFC	D11_TNSmagFC	D11_NSAFmagFC	D13_TNSmagFC	D13_NSAFmagFC	numprots	term
6.29556462291732	11.4294958196057	2.73826608263685	2.56048486154609	2.54143412691284	2.70964771796243	4.60459747337798	4.55576554447874	3.34919041767097	8.48483775022073	5.33005969086417	11.1700122021199	11	protein folding
5.35880490336126	8.03191384996763	2.12038412562878	5.32295784488293	1.58745258522014	1.26125976365465	1.45040024249536	1.50149149720272	1.21966748269729	1.28689882986958	2.06425678979159	1.98842220313911	3	cellular amino acid metabolic proce...
0.483684316104298	0.600515356002108	0.479349809526032	0.505986549071844	1.26716916352679	1.40082824760497	0.143740840637019	0.926152325404857	0.513778887072075	1.15356207510428	0.405301645591903	1.31747783814123	2	protein targeting
8.45601293140378	11.6074098376863	2.24272931440472	3.57821601465293	3.03925641711139	4.62928437075399	3.87241588279986	4.96546663340085	2.69950579592272	4.32765421479117	4.21662132543522	21.2650891583138	10	membrane organization
4.21975964992987	5.63808921050638	2.08800018802072	1.46990658778151	2.47080324673204	1.83377245233515	2.94710802979475	2.63473387944918	2.13560417157879	2.36036629194159	3.10537522142304	4.88763224741727	7	homeostatic process
0.0830557397275582	0.126595502372962	0.61253815017952	0.71927510665204	0.446342137415751	0.489612741183322	0.106422059136155	0.11161005497104	0.257157839497124	0.296053862567459	0.193501807613943	0.201619939341196	2	nucleocytoplasmic transport
1.35028923107326	1.28393206670626	3.65207669657969	9.41785295206752	2.28528203133326	1.20921232246221	1.64849878972929	1.16369813301623	0.893024052307942	0.747494569314073	1.47265145658723	1.48118608236942	4	cell death
5.3923068558486	7.10490168891249	0.905060126955878	2.9301514871376	0.772087253584607	2.97741044018655	2.81861716747564	3.53476402544847	1.14984811231393	1.92673012116483	1.96845046290766	16.2814497106421	6	plasma membrane organization
0.998571007039785	1.05239021492886	0.237082327648159	0.282653188120745	0.00617271876647418	0.0215176337161305	0.060015304860741	0.0521241637490339	0.236023145344764	0.257664132792815	0.399073533311495	0.360435200760215	1	vacuolar transport
2.76204371356107	4.20748636145675	1.25550673882348	0.643038486831515	1.15584658148027	0.336477906859148	1.02211632015661	0.634450295151514	2.21538089336355	2.47843026422044	1.77996995618404	3.65590205436556	3	chromosome segregation
5.47902084510045	13.0851350295878	1.12397317518447	5.71789998096719	2.4803299262415	5.29939847249435	1.18957063873507	7.35038754816862	1.08818244770036	4.12207319802939	1.40186191786059	9.45982680359418	3	chromosome organization
1.30047278744818	2.36664296560182	0.992954273354842	1.16623933382097	0.798111234501006	1.02664660909468	1.35723930424632	2.06570177458836	0.934418393746188	1.00773796449328	1.52046674936228	11.2429785335824	4	cell-cell signaling
39.6689865603567	63.4207294559018	11.8864050427314	18.4778927717212	4.6792265280322	11.1846669817833	8.1211822492561	19.0920531982242	8.26533588410681	13.410544563816	8.46773433393112	18.4966280580854	23	cell adhesion
12.2730167060863	31.6905365340294	3.20861331973652	12.3382244167633	1.93215525767239	1.17743571264777	3.1862789847928	11.809356851486	3.16955635724436	11.4517361323653	4.96656489358762	15.233742442058	8	cell division
0.0963310557008485	1.14873235665669	0.0259729467664567	0.0101614284054143	0.0801911847486654	0.00524730571324561	0.292944511651647	0.288864610936127	0.0158858583300621	0.0874104177584512	0.0344043847172948	9.61944785965549	1	developmental maturation
0.349905343609819	0.354547899103684	1.22115481679222	1.27555113187661	1.07275454892805	1.16474416745003	0.663614928332204	0.704893287311178	1.21829871252128	1.35783923379163	1.47332157991908	1.68189064093035	3	aging
7.38844702023824	13.0566471583102	0.545662149212265	6.32481864931783	0.502993251771794	2.99479844748133	0.998937826704299	6.29159285970328	0.466102029512428	1.26777005484116	1.48293783552932	11.3159625408119	3	nervous system process
1.63290175607597	20.9110515386937	1.790474934246	10.6376575525673	2.02865764606537	1.77716434553736	3.160941191727	10.7816407378732	1.22775914585897	9.20926757123195	1.34895430978664	20.0231893599884	7	cell proliferation
0.324108949709499	0.894961118755924	0.692590446687649	0.877536817313611	0.771269236261195	0.770701617592871	0.644128905579666	0.699289298563674	1.13233212430633	1.22935381144751	0.892145139908147	0.999729489127715	3	mitochondrion organization
1.07996253599768	2.2652259577542	0.692728216566597	2.5648165613776	1.03978279206121	2.14351126848408	2.05480853457279	2.71206012830838	1.79752897344512	1.99576515166142	3.81454653362842	5.82090159622932	4	symbiont process
14.8387918746392	23.0324867217867	4.46848460567177	20.7029630879211	3.4481413878422	4.42760610657833	11.0182127754705	25.8279337262149	8.14238372818403	20.697669144177	4.71494513099666	21.0649818122494	14	cell motility
15.1421112092502	23.7489977690716	4.52920463424648	20.7029630879211	3.76442287897805	4.42760610657833	11.2156397565535	25.8279337262149	8.41684233956255	22.4135625147246	5.41574779425629	21.0649818122494	15	locomotion
0.89641167373727	1.01978682254148	1.55497321702487	1.72070154677799	2.01665583221139	2.07841917054106	1.69503432721079	1.81183444097483	3.42381497900002	3.60232773263857	1.12253679203492	1.29153534975843	5	transmembrane transport
1.85056640678002	2.01121466258859	0.830094453513951	0.903784610036906	1.25254712916194	2.18437804223476	1.15450994905562	1.50392901175434	0.875373345486255	1.1410180702702	0.947532580105864	1.2025753089313	2	protein maturation
0.320786581555956	0.384385628683908	0.166009951438929	0.206770439234125	0.54097448834382	0.683057789538797	0.375320182819858	0.394441533212059	0.394220956600148	0.372105353469182	0.633402261316311	0.739292840221513	2	sulfur compound metabolic process
10.4027083447383	6.97664325472273	2.64791351316431	4.13744910982745	1.8576569756107	2.63125754141726	2.47890426863052	5.82130111850945	3.74768222328693	8.42259757784482	3.10397076633872	4.40409590170768	8	extracellular matrix organization
5.93206397263927	7.87892798464574	1.24552720352736	2.37245427577401	1.15079159692692	2.39934829491738	1.07701454696243	0.691688959421565	1.12305972122555	2.03509388383378	2.18666583716807	8.56611741685118	3	cell junction organization
0.812433584054735	1.16795997035256	2.07935711940308	2.13210184597421	1.44914798686106	1.21344130206053	1.79830446279242	1.70284484180115	2.94046400770915	4.55352257909328	2.71357900423072	2.26712898183907	4	growth
0.253365689910678	0.229958366663406	0.397755015852276	0.450889500395248	0.108540866701913	0.128051010911307	0.430952480267138	0.450817407535153	1.34223159686494	1.38036885165036	0.304405627743128	0.35532339279478	1	secondary metabolic process
0.0546387308747853	0.649830428832127	0.0378590707658928	0.0950008916712628	0.408699156876487	0.35545183112647	0.128113758576	0.143580948108675	0.0589651223466818	0.0414786338702369	0.0812046930396493	0.0617966770140681	1	autophagy
1.01267120408464	1.11784322498281	0.549758109297326	0.6310967992737	0.226860833890674	0.250003398445909	0.213361045194511	0.373192403784488	1.31954650090705	6.75588902600854	0.638261197190921	6.04910795741234	1	cytoskeleton-dependent intracellula...
